McCarran International Airport,Rapid City Regional Airport,1356.467111
McCarran International Airport,Chicago Rockford International Airport,2342.167866
McCarran International Airport,Reno Tahoe International Airport,556.0142517
McCarran International Airport,South Bend Regional Airport,2565.270835
McCarran International Airport,Stockton Metropolitan Airport,577.8664742
McCarran International Airport,Springfield Branson National Airport,1945.722156
McCarran International Airport,Springfield Branson National Airport,1945.722156
McCarran International Airport,Springfield Branson National Airport,1945.722156
McCarran International Airport,Springfield Branson National Airport,1945.722156
McCarran International Airport,Shreveport Regional Airport,2000.735481
McCarran International Airport,Santa Maria Pub/Capt G Allan Hancock Field,498.8258702
McCarran International Airport,Northwest Arkansas Regional Airport,1871.673842
Los Angeles International Airport,Bellingham International Airport,1684.439521
Los Angeles International Airport,Mahlon Sweet Field,1203.9057
Los Angeles International Airport,Daniel K Inouye International Airport,4113.282692
Los Angeles International Airport,Rogue Valley International Medford Airport,1014.031671
Los Angeles International Airport,Provo Municipal Airport,915.1227558
Rickenbacker International Airport,St Petersburg Clearwater International Airport,1320.550378
Rickenbacker International Airport,St Petersburg Clearwater International Airport,1320.550378
Rickenbacker International Airport,St Petersburg Clearwater International Airport,1320.550378
Rickenbacker International Airport,Orlando Sanford International Airport,1234.012558
Rickenbacker International Airport,Orlando Sanford International Airport,1234.012558
Rickenbacker International Airport,Orlando Sanford International Airport,1234.012558
Blue Grass Airport,Fort Lauderdale Hollywood International Airport,1391.219013
Blue Grass Airport,Charlotte County Airport,1256.867474
Blue Grass Airport,St Petersburg Clearwater International Airport,1137.205001
Blue Grass Airport,Orlando Sanford International Airport,1073.43404
Bill & Hillary Clinton National Airport/Adams Field,Orlando Sanford International Airport,1231.294099
Laredo International Airport,McCarran International Airport,1757.964564
Harrisburg International Airport,St Petersburg Clearwater International Airport,1467.250505
Harrisburg International Airport,Orlando Sanford International Airport,1330.891872
Mc Allen Miller International Airport,McCarran International Airport,1946.638
Rogue Valley International Medford Airport,McCarran International Airport,964.9639489
Rogue Valley International Medford Airport,Los Angeles International Airport,1014.031671
Quad City International Airport,Phoenix-Mesa-Gateway Airport,2072.055221
Quad City International Airport,McCarran International Airport,2214.761742
Quad City International Airport,St Petersburg Clearwater International Airport,1662.279837
Quad City International Airport,Orlando Sanford International Airport,1637.84951
Minot International Airport,Phoenix-Mesa-Gateway Airport,1873.172604
Minot International Airport,McCarran International Airport,1767.472912
Monterey Peninsula Airport,McCarran International Airport,603.2377759
Missoula International Airport,Phoenix-Mesa-Gateway Airport,1525.052002
Missoula International Airport,McCarran International Airport,1206.73525
Myrtle Beach International Airport,Lehigh Valley International Airport,833.2985269
Myrtle Beach International Airport,Fort Wayne International Airport,981.5285047
Myrtle Beach International Airport,Tri-State/Milton J. Ferguson Field,614.2837758
Myrtle Beach International Airport,Youngstown Warren Regional Airport,855.4704126
Metropolitan Oakland International Airport,Phoenix-Mesa-Gateway Airport,1075.373036
Metropolitan Oakland International Airport,Bellingham International Airport,1230.287907
Metropolitan Oakland International Airport,Mahlon Sweet Field,715.9693478
Metropolitan Oakland International Airport,Provo Municipal Airport,950.4208455
Ogden Hinckley Airport,Phoenix-Mesa-Gateway Airport,876.0140679
Will Rogers World Airport,Orlando Sanford International Airport,1707.070539
Owensboro Daviess County Airport,Orlando Sanford International Airport,1136.587196
Plattsburgh International Airport,Fort Lauderdale Hollywood International Airport,2147.001202
Plattsburgh International Airport,St Petersburg Clearwater International Airport,2030.664269
Plattsburgh International Airport,Orlando Sanford International Airport,1891.108741
Charlotte County Airport,Lehigh Valley International Airport,1638.196905
Charlotte County Airport,Asheville Regional Airport,945.6543286
Charlotte County Airport,The Eastern Iowa Airport,1882.268637
Charlotte County Airport,Cincinnati Northern Kentucky International Airport,1368.017822
Charlotte County Airport,Des Moines International Airport,1941.211194
Charlotte County Airport,Fort Wayne International Airport,1586.95409
Charlotte County Airport,Greenville Spartanburg International Airport,884.5021044
Charlotte County Airport,Greenville Spartanburg International Airport,884.5021044
Charlotte County Airport,Niagara Falls International Airport,1816.867995
Charlotte County Airport,Long Island Mac Arthur Airport,1742.770473
Charlotte County Airport,Blue Grass Airport,1256.867474
Charlotte County Airport,General Wayne A. Downing Peoria International Airport,1681.359757
Charlotte County Airport,Chicago Rockford International Airport,1814.000836
Charlotte County Airport,South Bend Regional Airport,1687.506688
Charlotte County Airport,Springfield Branson National Airport,1568.759684
Charlotte County Airport,Springfield Branson National Airport,1568.759684
Charlotte County Airport,Springfield Branson National Airport,1568.759684
Charlotte County Airport,Springfield Branson National Airport,1568.759684
Charlotte County Airport,Abraham Lincoln Capital Airport,1600.353451
Charlotte County Airport,Abraham Lincoln Capital Airport,1600.353451
Charlotte County Airport,Abraham Lincoln Capital Airport,1600.353451
Charlotte County Airport,Abraham Lincoln Capital Airport,1600.353451
Charlotte County Airport,Toledo Express Airport,1635.430557
Charlotte County Airport,McGhee Tyson Airport,1003.964977
Charlotte County Airport,Youngstown Warren Regional Airport,1595.277476
Newport News Williamsburg International Airport,Orlando Sanford International Airport,1026.853728
General Wayne A. Downing Peoria International Airport,Phoenix-Mesa-Gateway Airport,2111.405056
General Wayne A. Downing Peoria International Airport,McCarran International Airport,2273.575497
General Wayne A. Downing Peoria International Airport,Charlotte County Airport,1681.359757
General Wayne A. Downing Peoria International Airport,St Petersburg Clearwater International Airport,1553.523407
St Petersburg Clearwater International Airport,Lehigh Valley International Airport,1561.562431
St Petersburg Clearwater International Airport,Asheville Regional Airport,834.6104524
St Petersburg Clearwater International Airport,Bangor International Airport,2242.956161
St Petersburg Clearwater International Airport,Lovell Field,825.3213201
St Petersburg Clearwater International Airport,The Eastern Iowa Airport,1753.563488
St Petersburg Clearwater International Airport,Des Moines International Airport,1811.711928
St Petersburg Clearwater International Airport,Elmira Corning Regional Airport,1665.923684
St Petersburg Clearwater International Airport,Hector International Airport,2444.042887
St Petersburg Clearwater International Airport,Joe Foss Field Airport,2147.361965
St Petersburg Clearwater International Airport,Fort Wayne International Airport,1467.70865
St Petersburg Clearwater International Airport,Gerald R. Ford International Airport,1680.556878
St Petersburg Clearwater International Airport,Piedmont Triad International Airport,944.2251545
St Petersburg Clearwater International Airport,Greenville Spartanburg International Airport,775.8085557
St Petersburg Clearwater International Airport,Greenville Spartanburg International Airport,775.8085557
